ScenarioID,EgoID,Prompt,Trajectory_Longitudinal,Trajectory_Lateral
DEU_LocationAUpper52-1_528651_T-8675,10731,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 35.3 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 10728: It is driving on the left-adjacent lane in the same direction Its velocity is 33.8 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - car 10733: It is driving on the left-adjacent lane in the same direction Its velocity is 35.5 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 10734: It is driving on the left-adjacent lane in the same direction Its velocity is 36.2 m/s, orientation is 3.122 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - truck 10737: It is driving on the right-adjacent lane in the same direction Its velocity is 25.9 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - truck 10738: It is driving on the same lane Its velocity is 26.3 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 10742: It is driving on the right-adjacent lane in the same direction Its velocity is 25.4 m/s, orientation is 3.142 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationALower33-1_3318601_T-18625,11490,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 25.8 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11475: It is driving on the right-adjacent lane in the same direction Its velocity is 20.5 m/s, orientation is -0.006 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11485: It is driving on the same lane Its velocity is 25.8 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is 885.9 sec.
    - truck 11486: It is driving on the right-adjacent lane in the same direction Its velocity is 20.5 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11487: It is driving on the right-adjacent lane in the same direction Its velocity is 20.5 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - car 11488: It is driving on the left-adjacent lane in the same direction Its velocity is 31.9 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11489: It is driving on the right-adjacent lane in the same direction Its velocity is 19.9 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11491: It is driving on the left-adjacent lane in the same direction Its velocity is 32.1 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11493: It is driving on the right-adjacent lane in the same direction Its velocity is 19.2 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11494: It is driving on the same lane Its velocity is 25.3 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11497: It is driving on the same lane Its velocity is 25.4 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11498: It is driving on the left-adjacent lane in the same direction Its velocity is 29.7 m/s, orientation is -0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11499: It is driving on the same lane Its velocity is 23.6 m/s, orientation is -0.007 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11502: It is driving on the left-adjacent lane in the same direction Its velocity is 29.1 m/s, orientation is -0.008 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationALower31-1_3122126_T-22150,11794,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 24.4 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11782: It is driving on the right-adjacent lane in the same direction Its velocity is 18.9 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - truck 11788: It is driving on the same lane Its velocity is 23.9 m/s, orientation is -0.000 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11789: It is driving on the left-adjacent lane in the same direction Its velocity is 25.6 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - truck 11791: It is driving on the same lane Its velocity is 24.6 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11792: It is driving on the left-adjacent lane in the same direction Its velocity is 27.3 m/s, orientation is 0.004 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - truck 11793: It is driving on the right-adjacent lane in the same direction Its velocity is 20.8 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11796: It is driving on the left-adjacent lane in the same direction Its velocity is 28.2 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11798: It is driving on the left-adjacent lane in the same direction Its velocity is 29.5 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11800: It is driving on the same lane Its velocity is 24.5 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11802: It is driving on the right-adjacent lane in the same direction Its velocity is 21.0 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11804: It is driving on the left-adjacent lane in the same direction Its velocity is 27.3 m/s, orientation is -0.005 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11805: It is driving on the same lane Its velocity is 26.3 m/s, orientation is -0.000 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11806: It is driving on the left-adjacent lane in the same direction Its velocity is 24.3 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is 0.5 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower53-1_5322326_T-22350,12067,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 34.0 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 12061: It is driving on the left-adjacent lane in the same direction Its velocity is 38.6 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 12062: It is driving on the right-adjacent lane in the same direction Its velocity is 31.2 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 12065: It is driving on the left-adjacent lane in the same direction Its velocity is 38.8 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 12066: It is driving on the right-adjacent lane in the same direction Its velocity is 28.3 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - truck 12069: It is driving on the right-adjacent lane in the same direction Its velocity is 23.5 m/s, orientation is -0.000 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12070: It is driving on the left-adjacent lane in the same direction Its velocity is 35.5 m/s, orientation is -0.000 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationAUpper33-1_332951_T-2975,10261,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 29.0 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 10253: It is driving on the right-adjacent lane in the same direction Its velocity is 23.9 m/s, orientation is -3.142 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 10258: It is driving on the right-adjacent lane in the same direction Its velocity is 25.3 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 10260: It is driving on the right-adjacent lane in the same direction Its velocity is 25.3 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 10262: It is driving on the right-adjacent lane in the same direction Its velocity is 24.4 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10264: It is driving on the same lane Its velocity is 28.5 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is -0.6 m/s². The time-to-collision is inf sec.
    - car 10267: It is driving on the same lane Its velocity is 29.6 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.5 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper54-1_5412226_T-12250,11071,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 26.9 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11065: It is driving on the right-adjacent lane in the same direction Its velocity is 24.1 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11067: It is driving on the same lane Its velocity is 26.1 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is 0.8 sec.
    - car 11070: It is driving on the left-adjacent lane in the same direction Its velocity is 31.8 m/s, orientation is 3.142 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - truck 11073: It is driving on the right-adjacent lane in the same direction Its velocity is 24.8 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11074: It is driving on the left-adjacent lane in the same direction Its velocity is 30.1 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11076: It is driving on the left-adjacent lane in the same direction Its velocity is 29.7 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11077: It is driving on the right-adjacent lane in the same direction Its velocity is 24.6 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11078: It is driving on the same lane Its velocity is 27.5 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11079: It is driving on the left-adjacent lane in the same direction Its velocity is 28.6 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11080: It is driving on the same lane Its velocity is 27.4 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower53-1_5321451_T-21475,11953,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 36.8 m/s, orientation is -0.002 rad, steering angle is 0.000 rad, and acceleration is 0.5 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11949: It is driving on the right-adjacent lane in the same direction Its velocity is 25.2 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11951: It is driving on the right-adjacent lane in the same direction Its velocity is 33.1 m/s, orientation is 0.005 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11955: It is driving on the same lane Its velocity is 33.4 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - car 11957: It is driving on the same lane Its velocity is 34.3 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationAUpper54-1_5424476_T-24500,12144,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 32.8 m/s, orientation is -3.136 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 12134: It is driving on the right-adjacent lane in the same direction Its velocity is 29.8 m/s, orientation is 3.126 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 12135: It is driving on the same lane Its velocity is 34.2 m/s, orientation is -3.137 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 12139: It is driving on the right-adjacent lane in the same direction Its velocity is 30.5 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 12140: It is driving on the same lane Its velocity is 33.7 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12141: It is driving on the same lane Its velocity is 32.8 m/s, orientation is -3.142 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12143: It is driving on the right-adjacent lane in the same direction Its velocity is 30.0 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationALower53-1_539876_T-9900,10870,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 34.3 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 10860: It is driving on the right-adjacent lane in the same direction Its velocity is 31.1 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 10863: It is driving on the same lane Its velocity is 33.8 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10865: It is driving on the right-adjacent lane in the same direction Its velocity is 29.7 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 10868: It is driving on the same lane Its velocity is 32.3 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 10871: It is driving on the right-adjacent lane in the same direction Its velocity is 25.3 m/s, orientation is -0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 10874: It is driving on the right-adjacent lane in the same direction Its velocity is 25.9 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationEUpper16-1_163589_T-3614,10163,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 42.0 m/s, orientation is -3.136 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 10160: It is driving on the right-adjacent lane in the same direction Its velocity is 30.0 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 10164: It is driving on the same lane Its velocity is 42.6 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is -0.9 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper54-1_5416826_T-16850,11487,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 34.0 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11483: It is driving on the same lane Its velocity is 33.3 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is -0.5 m/s². The time-to-collision is 0.5 sec.
    - car 11486: It is driving on the left-adjacent lane in the same direction Its velocity is 39.6 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - truck 11489: It is driving on the right-adjacent lane in the same direction Its velocity is 25.5 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11490: It is driving on the left-adjacent lane in the same direction Its velocity is 41.0 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationEUpper16-1_166351_T-6375,10264,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 35.8 m/s, orientation is -3.136 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - truck 10257: It is driving on the right-adjacent lane in the same direction Its velocity is 24.9 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 10259: It is driving on the same lane Its velocity is 33.7 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is 1.5 sec.
    - truck 10266: It is driving on the right-adjacent lane in the same direction Its velocity is 24.8 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10267: It is driving on the same lane Its velocity is 35.2 m/s, orientation is -3.142 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower54-1_5421801_T-21825,11920,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 33.3 m/s, orientation is 0.005 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11914: It is driving on the right-adjacent lane in the same direction Its velocity is 32.8 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - car 11916: It is driving on the same lane Its velocity is 35.8 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is 0.6 m/s². The time-to-collision is inf sec.
    - car 11918: It is driving on the right-adjacent lane in the same direction Its velocity is 32.3 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11921: It is driving on the same lane Its velocity is 33.9 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - car 11923: It is driving on the right-adjacent lane in the same direction Its velocity is 34.0 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11926: It is driving on the right-adjacent lane in the same direction Its velocity is 36.7 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11927: It is driving on the same lane Its velocity is 38.3 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationAUpper53-1_5319726_T-19750,11815,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 37.5 m/s, orientation is -3.137 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
There are no obstacles surrounding you.
",keep,follow_lane
DEU_LocationALower54-1_5414501_T-14525,11287,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 33.1 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is -0.5 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11280: It is driving on the right-adjacent lane in the same direction Its velocity is 33.5 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11283: It is driving on the same lane Its velocity is 32.0 m/s, orientation is -0.002 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - car 11284: It is driving on the right-adjacent lane in the same direction Its velocity is 30.8 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11286: It is driving on the right-adjacent lane in the same direction Its velocity is 30.6 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11288: It is driving on the same lane Its velocity is 33.1 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is -0.9 m/s². The time-to-collision is inf sec.
    - car 11289: It is driving on the right-adjacent lane in the same direction Its velocity is 30.1 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 11290: It is driving on the same lane Its velocity is 32.5 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
